customer_id,recency,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,RFM_composite,segment,cluster,cluster_label
CUST_02236,11,3,1008.18,336.06,3,1,2,312,1.95,Regular,2,Loyal High-Value
CUST_02237,28,6,841.83,140.305,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_02238,32,2,1797.85,898.925,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_02239,25,15,4147.7699999999995,276.518,2,5,4,254,3.75,Loyal Customers,2,Loyal High-Value
CUST_02240,11,7,2253.06,321.86571428571426,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02241,0,13,5060.25,389.25,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02242,2,6,1056.68,176.11333333333334,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_02243,0,6,655.58,109.26333333333334,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_02244,1,21,31049.56,1478.550476190476,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02245,449,4,543.89,135.9725,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_02246,34,8,2116.81,264.60125,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02247,87,6,2488.0,414.6666666666667,1,3,3,133,2.3999999999999995,At Risk,2,Loyal High-Value
CUST_02248,0,6,930.14,155.02333333333334,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_02249,9,14,6874.400000000001,491.02857142857147,3,4,5,345,4.05,Loyal Customers,2,Loyal High-Value
CUST_02250,27,5,2170.21,434.042,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_02251,10,8,3503.4300000000003,437.92875,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_02252,1,8,3380.74,422.5925,5,3,4,534,3.95,Potential Loyalists,2,Loyal High-Value
CUST_02253,0,9,4941.19,549.021111111111,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02254,89,4,1548.62,387.155,1,2,2,122,1.7,About to Sleep,2,Loyal High-Value
CUST_02255,71,4,285.22,71.305,2,2,1,221,1.65,Hibernating,2,Loyal High-Value
CUST_02256,1,20,7473.84,373.692,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02257,0,24,13857.9,577.4125,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02258,9,8,1337.93,167.24125,3,3,2,332,2.6499999999999995,Needs Attention,2,Loyal High-Value
CUST_02259,19,5,1476.36,295.272,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_02260,2,14,9021.88,644.42,5,4,5,545,4.65,Champions,2,Loyal High-Value
CUST_02261,401,3,720.51,240.17,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02262,530,4,971.18,242.795,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_02263,508,1,822.27,822.27,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02264,10,3,929.69,309.8966666666667,3,1,2,312,1.95,Regular,2,Loyal High-Value
CUST_02265,43,6,534.74,89.12333333333333,2,3,1,231,2.0,Regular,2,Loyal High-Value
CUST_02266,1,14,3785.36,270.3828571428572,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02267,6,13,3813.17,293.3207692307692,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02268,82,4,1287.64,321.91,1,2,2,122,1.7,About to Sleep,2,Loyal High-Value
CUST_02269,9,5,1100.87,220.17400000000004,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_02270,2,15,7868.280000000001,524.552,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02271,2,11,3419.26,310.84181818181816,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02272,1,14,3820.65,272.9035714285714,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02273,8,13,5435.63,418.12538461538463,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02274,0,34,33748.39,992.599705882353,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02275,12,7,2735.69,390.8128571428571,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02276,76,1,702.16,702.16,1,1,2,112,1.35,About to Sleep,2,Loyal High-Value
CUST_02277,3,18,8651.99,480.6661111111111,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_02278,15,10,4159.26,415.926,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02279,46,6,3642.62,607.1033333333334,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_02280,56,2,226.85,113.425,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_02281,51,8,6139.379999999999,767.4224999999999,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_02282,588,4,1212.02,303.005,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_02283,13,8,3338.64,417.33,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_02284,0,12,6059.14,504.92833333333334,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02285,0,10,5549.78,554.978,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02286,19,6,852.02,142.00333333333333,3,3,2,332,2.6499999999999995,Needs Attention,2,Loyal High-Value
CUST_02287,1,10,5143.32,514.332,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02288,490,1,39.62,39.62,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02289,11,12,3710.94,309.245,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02290,22,2,2991.71,1495.855,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_02291,12,2,3447.21,1723.605,3,1,4,314,2.65,Regular,2,Loyal High-Value
CUST_02292,417,3,859.04,286.34666666666664,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02293,54,6,1052.73,175.455,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_02294,8,14,5060.19,361.4421428571428,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02295,5,8,2280.76,285.09499999999997,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_02296,9,3,830.1,276.7,3,1,2,312,1.95,Regular,2,Loyal High-Value
CUST_02297,10,8,5596.75,699.59375,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_02298,25,9,4995.44,555.0488888888889,2,4,4,244,3.4,Loyal Customers,2,Loyal High-Value
CUST_02299,212,2,187.42,93.71,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02300,1,10,5280.45,528.045,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02301,3,13,7752.19,596.3223076923076,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_02302,25,3,957.56,319.18666666666667,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02303,556,2,238.44,119.22,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02304,459,2,555.79,277.895,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02305,72,2,744.7099999999999,372.355,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02306,6,8,4266.43,533.30375,4,3,4,434,3.65,Potential Loyalists,2,Loyal High-Value
CUST_02307,7,12,2723.44,226.95333333333335,4,4,3,443,3.649999999999999,Potential Loyalists,2,Loyal High-Value
CUST_02308,34,5,783.08,156.616,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02309,499,3,336.3,112.1,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02310,5,8,2262.13,282.76625,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_02311,451,4,702.6700000000001,175.66750000000002,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_02312,0,25,16986.65,679.466,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02313,14,4,2267.6400000000003,566.9100000000001,3,2,3,323,2.6499999999999995,Regular,2,Loyal High-Value
CUST_02314,22,7,3243.71,463.38714285714286,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_02315,26,4,601.89,150.4725,2,2,1,221,1.65,Hibernating,2,Loyal High-Value
CUST_02316,1,23,13222.77,574.9030434782609,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02317,456,3,2025.24,675.08,1,1,3,113,1.6999999999999995,About to Sleep,1,Regular Customers
CUST_02318,0,17,18801.42,1105.9658823529412,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02319,3,8,3511.4,438.925,4,3,4,434,3.65,Potential Loyalists,2,Loyal High-Value
CUST_02320,422,4,2287.69,571.9225,1,2,3,123,2.05,About to Sleep,1,Regular Customers
CUST_02321,7,1,121.48,121.48,4,1,1,411,1.9,New Customers,2,Loyal High-Value
CUST_02322,451,3,1063.99,354.66333333333336,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02323,213,2,623.85,311.925,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_02324,39,2,242.55,121.275,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_02325,502,1,39.78,39.78,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02326,22,14,9440.15,674.2964285714286,2,4,5,245,3.75,Loyal Customers,2,Loyal High-Value
CUST_02327,34,7,2564.68,366.3828571428571,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02328,3,12,7519.240000000001,626.6033333333334,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_02329,405,4,1399.45,349.8625,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_02330,2,12,8278.67,689.8891666666667,5,4,5,545,4.65,Champions,2,Loyal High-Value
CUST_02331,0,8,1428.13,178.51625,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_02332,0,13,5800.42,446.18615384615384,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02333,405,3,571.1700000000001,190.39,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02334,3,15,3129.62,208.64133333333336,4,5,4,454,4.35,Champions,2,Loyal High-Value
CUST_02335,122,7,3309.44,472.7771428571429,1,3,4,134,2.75,At Risk,2,Loyal High-Value
CUST_02336,11,5,1128.83,225.766,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_02337,28,7,1935.46,276.4942857142857,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02338,3,5,1134.12,226.824,4,2,2,422,2.5999999999999996,New Customers,2,Loyal High-Value
CUST_02339,0,17,22804.55,1341.4441176470589,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02340,21,4,440.54,110.135,3,2,1,321,1.9499999999999995,Regular,2,Loyal High-Value
CUST_02341,2,14,5345.01,381.7864285714286,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02342,13,3,2679.4799999999996,893.1599999999999,3,1,3,313,2.3,Regular,2,Loyal High-Value
CUST_02343,451,1,18.43,18.43,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02344,2,23,11143.89,484.51695652173913,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02345,3,2,836.38,418.19,4,1,2,412,2.25,New Customers,2,Loyal High-Value
CUST_02346,0,9,2401.43,266.8255555555555,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_02347,16,7,2578.68,368.3828571428571,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02348,0,6,2037.18,339.53000000000003,5,3,3,533,3.5999999999999996,Potential Loyalists,2,Loyal High-Value
CUST_02349,44,3,846.45,282.15000000000003,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02350,1,11,2710.07,246.37,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_02351,25,7,616.0,88.0,2,3,1,231,2.0,Regular,2,Loyal High-Value
CUST_02352,10,7,1821.37,260.1957142857143,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02353,6,13,7138.19,549.0915384615384,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_02354,653,2,799.02,399.51,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02355,422,2,864.6500000000001,432.3250000000001,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02356,1,11,2802.42,254.76545454545456,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_02357,0,15,4501.58,300.1053333333333,5,5,4,554,4.65,Champions,2,Loyal High-Value
CUST_02358,40,3,802.9,267.6333333333333,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02359,56,5,1068.47,213.694,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02360,20,10,3489.48,348.948,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02361,0,14,5649.1900000000005,403.5135714285715,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02362,15,6,2217.41,369.5683333333333,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02363,2,13,5744.55,441.8884615384616,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02364,1,3,2355.67,785.2233333333334,5,1,3,513,2.9,New Customers,2,Loyal High-Value
CUST_02365,525,2,425.64,212.82,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02366,3,15,4298.79,286.586,4,5,4,454,4.35,Champions,2,Loyal High-Value
CUST_02367,22,4,754.6600000000001,188.665,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02368,9,5,1408.98,281.796,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_02369,15,3,315.1,105.03333333333336,3,1,1,311,1.6,Regular,2,Loyal High-Value
CUST_02370,17,8,5220.51,652.56375,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_02371,34,8,4893.58,611.6975,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_02372,1,35,47527.7,1357.9342857142856,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02373,24,11,3086.9700000000003,280.6336363636364,2,4,3,243,3.05,At Risk,2,Loyal High-Value
CUST_02374,19,10,14879.37,1487.937,3,4,5,345,4.05,Loyal Customers,0,VIP Champions
CUST_02375,4,13,5640.63,433.8946153846154,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02376,40,8,3831.74,478.9675,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_02377,65,2,290.81,145.405,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_02378,476,2,589.5,294.75,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02379,0,35,66567.44,1901.9268571428572,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02380,0,10,5940.38,594.038,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02381,20,8,2548.7799999999997,318.59749999999997,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02382,406,1,74.93,74.93,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02383,166,3,1140.89,380.2966666666667,1,1,2,112,1.35,About to Sleep,2,Loyal High-Value
CUST_02384,445,3,803.3299999999999,267.77666666666664,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02385,32,5,1259.79,251.958,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02386,0,32,43538.07,1360.5646875,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02387,13,10,3716.36,371.636,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02388,21,12,4030.28,335.8566666666667,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02389,1,15,13698.38,913.2253333333332,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02390,6,14,8228.13,587.7235714285714,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_02391,2,13,9862.21,758.6315384615384,5,4,5,545,4.65,Champions,2,Loyal High-Value
CUST_02392,10,4,3836.54,959.135,3,2,4,324,3.0,Regular,2,Loyal High-Value
CUST_02393,10,5,2050.48,410.096,3,2,3,323,2.6499999999999995,Regular,2,Loyal High-Value
CUST_02394,453,4,1302.48,325.62,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_02395,9,15,4155.06,277.004,3,5,4,354,4.05,Loyal Customers,2,Loyal High-Value
CUST_02396,1,17,11911.07,700.6511764705882,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02397,2,21,13200.98,628.6180952380952,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02398,10,14,4670.49,333.6064285714286,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02399,1,11,5307.19,482.47181818181815,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02400,0,24,13032.01,543.0004166666666,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02401,4,10,9715.15,971.515,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_02402,22,2,429.56,214.78,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_02403,640,3,235.92,78.64,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02404,0,14,3386.26,241.87571428571428,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02405,8,11,4404.51,400.41,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02406,0,16,10991.83,686.989375,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02407,3,22,36104.69,1641.1222727272727,4,5,5,455,4.7,Champions,0,VIP Champions
CUST_02408,425,2,1148.99,574.495,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02409,75,3,338.1,112.7,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_02410,412,2,57.709999999999994,28.854999999999997,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02411,13,9,5919.7300000000005,657.7477777777779,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02412,0,5,1468.06,293.61199999999997,5,2,2,522,2.9000000000000004,New Customers,2,Loyal High-Value
CUST_02413,43,6,2245.12,374.18666666666667,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02414,41,2,380.68,190.34,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_02415,0,15,3247.26,216.484,5,5,4,554,4.65,Champions,2,Loyal High-Value
CUST_02416,473,2,105.65,52.825,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02417,202,3,377.55,125.85,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_02418,69,8,2756.55,344.56875,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02419,22,5,1989.32,397.864,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_02420,2,16,35183.08,2198.9425,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02421,16,4,872.87,218.2175,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_02422,7,7,3231.71,461.67285714285714,4,3,4,434,3.65,Potential Loyalists,2,Loyal High-Value
CUST_02423,11,16,8308.64,519.29,3,5,5,355,4.4,Loyal Customers,2,Loyal High-Value
CUST_02424,24,2,2012.43,1006.215,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_02425,695,1,329.06,329.06,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02426,44,1,439.98,439.98,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_02427,586,1,229.06,229.06,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02428,90,4,600.49,150.1225,1,2,1,121,1.35,Hibernating,2,Loyal High-Value
CUST_02429,0,18,15488.69,860.4827777777778,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02430,8,5,972.64,194.528,4,2,2,422,2.5999999999999996,New Customers,2,Loyal High-Value
CUST_02431,7,7,2005.0,286.42857142857144,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_02432,1,18,5845.67,324.75944444444445,5,5,4,554,4.65,Champions,2,Loyal High-Value
CUST_02433,3,12,4033.41,336.1175,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02434,11,14,3954.43,282.4592857142857,3,5,4,354,4.05,Loyal Customers,2,Loyal High-Value
CUST_02435,35,6,1203.3,200.55,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_02436,13,6,1650.67,275.1116666666667,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02437,5,22,13135.12,597.050909090909,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_02438,3,13,3520.06,270.77384615384614,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02439,11,5,3073.02,614.604,3,2,3,323,2.6499999999999995,Regular,2,Loyal High-Value
CUST_02440,1,14,2616.23,186.87357142857144,5,5,3,553,4.3,Potential Loyalists,2,Loyal High-Value
CUST_02441,1,6,2034.7,339.1166666666667,5,3,3,533,3.5999999999999996,Potential Loyalists,2,Loyal High-Value
CUST_02442,537,1,154.16,154.16,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02443,4,22,7118.26,323.55727272727273,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_02444,12,9,2388.66,265.40666666666664,3,4,3,343,3.3499999999999996,Regular,2,Loyal High-Value
CUST_02445,1,18,22669.65,1259.4250000000002,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02446,8,6,1391.45,231.90833333333333,4,3,2,432,2.95,Potential Loyalists,2,Loyal High-Value
CUST_02447,47,4,1871.9,467.975,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_02448,1,6,1202.83,200.47166666666664,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_02449,1,11,3551.75,322.8863636363636,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02450,2,11,5269.5,479.04545454545456,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_02451,2,24,19130.04,797.085,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02452,0,23,8798.51,382.54391304347826,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02453,32,1,1038.59,1038.59,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02454,36,2,841.5799999999999,420.79,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02455,83,5,970.24,194.048,1,2,2,122,1.7,About to Sleep,2,Loyal High-Value
CUST_02456,417,4,758.13,189.5325,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_02457,33,6,2675.14,445.8566666666666,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02458,3,25,9919.08,396.7632,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_02459,6,6,1481.52,246.92,4,3,2,432,2.95,Potential Loyalists,2,Loyal High-Value
CUST_02460,562,4,397.5,99.375,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_02461,3,5,2009.34,401.86800000000005,4,2,3,423,2.9499999999999997,New Customers,2,Loyal High-Value
CUST_02462,34,5,1360.44,272.088,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02463,0,32,37201.25,1162.5390625,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_02464,15,6,3051.05,508.5083333333334,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_02465,17,4,235.97,58.9925,3,2,1,321,1.9499999999999995,Regular,2,Loyal High-Value
CUST_02466,13,11,3693.98,335.81636363636363,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02467,47,2,694.4100000000001,347.20500000000004,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_02468,4,15,3662.99,244.19933333333333,4,5,4,454,4.35,Champions,2,Loyal High-Value
CUST_02469,19,4,3170.8999999999996,792.7249999999999,3,2,4,324,3.0,Regular,2,Loyal High-Value
CUST_02470,518,3,554.9100000000001,184.97000000000003,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02471,13,11,1147.8200000000002,104.34727272727274,3,4,2,342,3.0,Regular,2,Loyal High-Value
CUST_02472,535,1,72.74,72.74,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02473,518,3,957.09,319.03,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_02474,38,7,2724.0699999999997,389.1528571428571,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_02475,506,4,128.09,32.0225,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_02476,1,8,1071.62,133.9525,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_02477,58,5,1431.89,286.37800000000004,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02478,6,8,5501.14,687.6425,4,3,4,434,3.65,Potential Loyalists,2,Loyal High-Value
CUST_02479,7,5,3154.4800000000005,630.8960000000001,4,2,4,424,3.3,New Customers,2,Loyal High-Value
CUST_02480,2,20,10684.2,534.21,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02481,10,5,611.98,122.396,3,2,1,321,1.9499999999999995,Regular,2,Loyal High-Value
CUST_02482,0,11,3063.46,278.49636363636364,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_02483,7,5,632.02,126.404,4,2,1,421,2.25,New Customers,2,Loyal High-Value
CUST_02484,41,4,679.97,169.9925,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_02485,19,4,1908.24,477.06000000000006,3,2,3,323,2.6499999999999995,Regular,2,Loyal High-Value
CUST_02486,4,11,3331.74,302.8854545454546,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_02487,2,3,2038.43,679.4766666666667,5,1,3,513,2.9,New Customers,2,Loyal High-Value
CUST_02488,21,10,2012.12,201.212,3,4,3,343,3.3499999999999996,Regular,2,Loyal High-Value
CUST_02489,0,14,3740.92,267.2085714285714,5,5,4,554,4.65,Champions,2,Loyal High-Value
CUST_02490,1,17,7167.13,421.5958823529412,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02491,4,5,618.13,123.626,4,2,1,421,2.25,New Customers,2,Loyal High-Value
CUST_02492,28,6,774.72,129.12,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_02493,2,6,4250.91,708.485,5,3,4,534,3.95,Potential Loyalists,2,Loyal High-Value
CUST_02494,13,6,476.39,79.39833333333334,3,3,1,331,2.3,Needs Attention,2,Loyal High-Value
CUST_02495,49,5,602.27,120.454,2,2,1,221,1.65,Hibernating,2,Loyal High-Value
CUST_02496,10,4,1203.22,300.805,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_02497,5,7,1768.25,252.6071428571429,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_02498,0,18,9690.92,538.3844444444444,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_02499,3,17,8128.620000000001,478.15411764705885,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_02500,582,1,416.61,416.61,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02501,9,13,3858.12,296.77846153846156,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_02502,429,3,179.29999999999998,59.76666666666666,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02503,602,2,185.58,92.79,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_02504,410,4,605.93,151.4825,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_02505,1,20,4852.37,242.6185,5,5,4,554,4.65,Champions,2,Loyal High-Value
