transaction_id,customer_id,transaction_date,product_category,product_name,quantity,unit_price,total_amount,payment_method,country
TXN_019426,CUST_02137,2026-01-20,Electronics,Electronics Item,1,1372.11,1372.11,Bank Transfer,UK
TXN_019427,CUST_02137,2026-01-15,Beauty,Beauty Item,3,49.46,148.38,Bank Transfer,UK
TXN_019428,CUST_02137,2025-11-16,Electronics,Electronics Item,1,1613.89,1613.89,Apple Pay,UK
TXN_019429,CUST_02137,2025-12-17,Sports,Sports Item,1,198.47,198.47,Bank Transfer,UK
TXN_019430,CUST_02137,2026-01-27,Fashion,Fashion Item,1,347.26,347.26,Debit Card,UK
TXN_019431,CUST_02137,2025-12-09,Electronics,Electronics Item,1,411.59,411.59,Apple Pay,UK
TXN_019432,CUST_02138,2025-12-18,Electronics,Electronics Item,2,738.17,1476.34,Bank Transfer,Canada
TXN_019433,CUST_02138,2025-03-14,Electronics,Electronics Item,3,163.41,490.23,Bank Transfer,Canada
TXN_019434,CUST_02139,2025-09-21,Fashion,Fashion Item,1,161.23,161.23,PayPal,USA
TXN_019435,CUST_02139,2025-09-19,Home & Garden,Home & Garden Item,1,472.69,472.69,Credit Card,USA
TXN_019436,CUST_02139,2025-02-14,Electronics,Electronics Item,1,371.84,371.84,Debit Card,USA
TXN_019437,CUST_02139,2025-11-16,Beauty,Beauty Item,1,13.75,13.75,Credit Card,USA
TXN_019438,CUST_02139,2025-10-30,Beauty,Beauty Item,1,15.18,15.18,Debit Card,USA
TXN_019439,CUST_02139,2025-06-27,Books,Books Item,3,29.94,89.82,Debit Card,USA
TXN_019440,CUST_02139,2026-01-25,Fashion,Fashion Item,1,115.32,115.32,Debit Card,USA
TXN_019441,CUST_02140,2026-01-16,Fashion,Fashion Item,1,57.22,57.22,Debit Card,USA
TXN_019442,CUST_02140,2025-12-10,Electronics,Electronics Item,1,1189.77,1189.77,PayPal,USA
TXN_019443,CUST_02140,2026-02-02,Fashion,Fashion Item,2,207.33,414.66,PayPal,USA
TXN_019444,CUST_02140,2025-12-09,Electronics,Electronics Item,1,278.38,278.38,Credit Card,USA
TXN_019445,CUST_02140,2025-08-07,Beauty,Beauty Item,2,139.06,278.12,PayPal,USA
TXN_019446,CUST_02140,2025-12-06,Fashion,Fashion Item,2,240.68,481.36,Bank Transfer,USA
TXN_019447,CUST_02140,2026-01-01,Fashion,Fashion Item,2,199.62,399.24,Apple Pay,USA
TXN_019448,CUST_02140,2026-02-01,Beauty,Beauty Item,1,48.64,48.64,Debit Card,USA
TXN_019449,CUST_02140,2026-01-05,Fashion,Fashion Item,1,279.94,279.94,Credit Card,USA
TXN_019450,CUST_02140,2025-11-18,Fashion,Fashion Item,1,89.14,89.14,Debit Card,USA
TXN_019451,CUST_02140,2026-01-25,Beauty,Beauty Item,2,58.42,116.84,Bank Transfer,USA
TXN_019452,CUST_02140,2025-12-16,Electronics,Electronics Item,1,1376.01,1376.01,PayPal,USA
TXN_019453,CUST_02140,2026-01-20,Fashion,Fashion Item,1,334.57,334.57,PayPal,USA
TXN_019454,CUST_02140,2026-01-08,Fashion,Fashion Item,1,303.05,303.05,Debit Card,USA
TXN_019455,CUST_02140,2026-01-09,Electronics,Electronics Item,1,1760.09,1760.09,Credit Card,USA
TXN_019456,CUST_02140,2026-01-15,Fashion,Fashion Item,2,172.16,344.32,Debit Card,USA
TXN_019457,CUST_02140,2025-10-15,Beauty,Beauty Item,1,23.63,23.63,PayPal,USA
TXN_019458,CUST_02140,2026-01-21,Fashion,Fashion Item,2,120.66,241.32,Credit Card,USA
TXN_019459,CUST_02140,2026-01-30,Sports,Sports Item,1,470.7,470.7,Apple Pay,USA
TXN_019460,CUST_02140,2025-11-05,Electronics,Electronics Item,1,1821.8,1821.8,Apple Pay,USA
TXN_019461,CUST_02140,2025-11-09,Home & Garden,Home & Garden Item,2,159.46,318.92,Apple Pay,USA
TXN_019462,CUST_02140,2026-01-06,Beauty,Beauty Item,3,163.14,489.42,Bank Transfer,USA
TXN_019463,CUST_02141,2026-01-14,Home & Garden,Home & Garden Item,1,61.13,61.13,Bank Transfer,Germany
TXN_019464,CUST_02141,2025-12-07,Electronics,Electronics Item,1,1511.3,1511.3,Apple Pay,Germany
TXN_019465,CUST_02141,2025-11-15,Toys,Toys Item,1,150.46,150.46,Credit Card,Germany
TXN_019466,CUST_02141,2025-12-21,Beauty,Beauty Item,2,179.34,358.68,Credit Card,Germany
TXN_019467,CUST_02141,2026-02-06,Fashion,Fashion Item,1,103.82,103.82,PayPal,Germany
TXN_019468,CUST_02141,2026-02-05,Books,Books Item,1,27.66,27.66,Credit Card,Germany
TXN_019469,CUST_02141,2026-02-04,Toys,Toys Item,3,44.27,132.81,Debit Card,Germany
TXN_019470,CUST_02141,2025-10-19,Books,Books Item,1,24.64,24.64,Apple Pay,Germany
TXN_019471,CUST_02141,2025-12-06,Home & Garden,Home & Garden Item,1,442.91,442.91,Debit Card,Germany
TXN_019472,CUST_02141,2025-11-21,Fashion,Fashion Item,1,259.92,259.92,PayPal,Germany
TXN_019473,CUST_02141,2026-01-29,Beauty,Beauty Item,3,129.21,387.63,Debit Card,Germany
TXN_019474,CUST_02141,2025-10-14,Electronics,Electronics Item,1,597.1,597.1,Debit Card,Germany
TXN_019475,CUST_02141,2026-02-02,Books,Books Item,1,25.26,25.26,Bank Transfer,Germany
TXN_019476,CUST_02141,2025-11-29,Home & Garden,Home & Garden Item,2,463.71,927.42,PayPal,Germany
TXN_019477,CUST_02141,2025-12-14,Home & Garden,Home & Garden Item,1,408.29,408.29,Credit Card,Germany
TXN_019478,CUST_02141,2026-01-04,Fashion,Fashion Item,1,166.42,166.42,Credit Card,Germany
TXN_019479,CUST_02141,2025-09-26,Fashion,Fashion Item,1,86.23,86.23,Debit Card,Germany
TXN_019480,CUST_02141,2025-11-20,Home & Garden,Home & Garden Item,1,111.78,111.78,Bank Transfer,Germany
TXN_019481,CUST_02141,2025-09-19,Electronics,Electronics Item,1,720.1,720.1,Debit Card,Germany
TXN_019482,CUST_02142,2025-10-06,Toys,Toys Item,1,53.19,53.19,Debit Card,USA
TXN_019483,CUST_02142,2025-07-29,Sports,Sports Item,2,236.9,473.8,Debit Card,USA
TXN_019484,CUST_02142,2026-02-02,Electronics,Electronics Item,2,292.76,585.52,Bank Transfer,USA
TXN_019485,CUST_02142,2025-12-07,Beauty,Beauty Item,1,52.47,52.47,Credit Card,USA
TXN_019486,CUST_02142,2025-06-19,Fashion,Fashion Item,1,215.72,215.72,Credit Card,USA
TXN_019487,CUST_02142,2025-09-07,Fashion,Fashion Item,1,48.68,48.68,Debit Card,USA
TXN_019488,CUST_02142,2025-10-10,Beauty,Beauty Item,1,132.77,132.77,Bank Transfer,USA
TXN_019489,CUST_02142,2025-06-14,Electronics,Electronics Item,1,1144.23,1144.23,Debit Card,USA
TXN_019490,CUST_02142,2025-08-27,Fashion,Fashion Item,2,296.13,592.26,PayPal,USA
TXN_019491,CUST_02142,2026-01-07,Sports,Sports Item,1,49.7,49.7,PayPal,USA
TXN_019492,CUST_02142,2025-11-29,Electronics,Electronics Item,2,391.7,783.4,Bank Transfer,USA
TXN_019493,CUST_02142,2025-02-10,Electronics,Electronics Item,1,574.66,574.66,PayPal,USA
TXN_019494,CUST_02143,2025-12-07,Electronics,Electronics Item,1,785.6,785.6,Bank Transfer,Canada
TXN_019495,CUST_02143,2025-10-22,Toys,Toys Item,1,142.85,142.85,Credit Card,Canada
TXN_019496,CUST_02143,2025-12-02,Home & Garden,Home & Garden Item,1,360.31,360.31,Debit Card,Canada
TXN_019497,CUST_02143,2025-12-06,Toys,Toys Item,1,85.74,85.74,PayPal,Canada
TXN_019498,CUST_02144,2024-07-28,Fashion,Fashion Item,3,28.83,86.49,Credit Card,Canada
TXN_019499,CUST_02144,2024-08-12,Home & Garden,Home & Garden Item,1,259.12,259.12,Debit Card,Canada
TXN_019500,CUST_02145,2025-11-17,Sports,Sports Item,1,165.17,165.17,Credit Card,France
TXN_019501,CUST_02145,2025-10-24,Home & Garden,Home & Garden Item,1,463.64,463.64,Apple Pay,France
TXN_019502,CUST_02145,2026-01-20,Fashion,Fashion Item,1,250.24,250.24,Apple Pay,France
TXN_019503,CUST_02145,2025-10-29,Electronics,Electronics Item,2,334.41,668.82,Apple Pay,France
TXN_019504,CUST_02145,2025-09-26,Home & Garden,Home & Garden Item,1,23.56,23.56,Bank Transfer,France
TXN_019505,CUST_02146,2025-03-31,Home & Garden,Home & Garden Item,1,389.82,389.82,Bank Transfer,USA
TXN_019506,CUST_02146,2025-12-23,Sports,Sports Item,2,299.04,598.08,Apple Pay,USA
TXN_019507,CUST_02147,2025-12-23,Beauty,Beauty Item,1,70.7,70.7,Apple Pay,Australia
TXN_019508,CUST_02147,2025-12-23,Home & Garden,Home & Garden Item,1,291.99,291.99,PayPal,Australia
TXN_019509,CUST_02147,2025-12-23,Beauty,Beauty Item,2,62.7,125.4,Bank Transfer,Australia
TXN_019510,CUST_02148,2025-05-09,Fashion,Fashion Item,2,132.73,265.46,Credit Card,USA
TXN_019511,CUST_02148,2025-09-22,Home & Garden,Home & Garden Item,1,311.1,311.1,Bank Transfer,USA
TXN_019512,CUST_02148,2025-12-07,Fashion,Fashion Item,1,73.05,73.05,Bank Transfer,USA
TXN_019513,CUST_02148,2025-05-09,Sports,Sports Item,2,50.65,101.3,Bank Transfer,USA
TXN_019514,CUST_02148,2025-11-14,Books,Books Item,2,33.85,67.7,Credit Card,USA
TXN_019515,CUST_02148,2026-01-26,Fashion,Fashion Item,2,57.97,115.94,Bank Transfer,USA
TXN_019516,CUST_02148,2025-09-28,Sports,Sports Item,1,220.48,220.48,Apple Pay,USA
TXN_019517,CUST_02148,2025-05-09,Beauty,Beauty Item,1,61.92,61.92,Debit Card,USA
TXN_019518,CUST_02148,2025-10-06,Beauty,Beauty Item,2,59.27,118.54,Credit Card,USA
TXN_019519,CUST_02148,2025-12-14,Fashion,Fashion Item,1,44.1,44.1,Apple Pay,USA
TXN_019520,CUST_02148,2025-12-08,Beauty,Beauty Item,2,32.57,65.14,Bank Transfer,USA
TXN_019521,CUST_02148,2025-12-12,Home & Garden,Home & Garden Item,2,369.7,739.4,PayPal,USA
TXN_019522,CUST_02148,2025-09-26,Home & Garden,Home & Garden Item,1,159.62,159.62,PayPal,USA
TXN_019523,CUST_02149,2026-01-11,Fashion,Fashion Item,1,156.8,156.8,Debit Card,USA
TXN_019524,CUST_02149,2025-12-22,Sports,Sports Item,1,241.99,241.99,Apple Pay,USA
TXN_019525,CUST_02149,2026-01-17,Toys,Toys Item,1,68.6,68.6,PayPal,USA
TXN_019526,CUST_02149,2026-01-23,Beauty,Beauty Item,1,69.3,69.3,PayPal,USA
TXN_019527,CUST_02149,2025-12-06,Sports,Sports Item,1,67.07,67.07,PayPal,USA
TXN_019528,CUST_02149,2025-06-20,Books,Books Item,1,42.76,42.76,Debit Card,USA
TXN_019529,CUST_02149,2025-12-02,Sports,Sports Item,1,46.1,46.1,Debit Card,USA
TXN_019530,CUST_02149,2026-01-29,Beauty,Beauty Item,2,116.0,232.0,Apple Pay,USA
TXN_019531,CUST_02149,2026-01-05,Beauty,Beauty Item,1,86.57,86.57,PayPal,USA
TXN_019532,CUST_02149,2026-02-04,Beauty,Beauty Item,1,81.11,81.11,Bank Transfer,USA
TXN_019533,CUST_02150,2026-02-02,Books,Books Item,1,44.05,44.05,Bank Transfer,Canada
TXN_019534,CUST_02150,2025-12-17,Home & Garden,Home & Garden Item,1,350.66,350.66,Debit Card,Canada
TXN_019535,CUST_02150,2025-05-22,Sports,Sports Item,1,167.52,167.52,Debit Card,Canada
TXN_019536,CUST_02150,2025-08-20,Toys,Toys Item,1,108.27,108.27,Credit Card,Canada
TXN_019537,CUST_02150,2025-05-22,Electronics,Electronics Item,1,1123.43,1123.43,Apple Pay,Canada
TXN_019538,CUST_02150,2026-01-27,Fashion,Fashion Item,2,39.19,78.38,Bank Transfer,Canada
TXN_019539,CUST_02151,2026-01-01,Books,Books Item,3,23.84,71.52,Credit Card,Australia
TXN_019540,CUST_02151,2025-12-23,Fashion,Fashion Item,1,260.94,260.94,Bank Transfer,Australia
TXN_019541,CUST_02151,2025-12-08,Books,Books Item,2,27.36,54.72,Bank Transfer,Australia
TXN_019542,CUST_02151,2026-02-02,Electronics,Electronics Item,1,306.19,306.19,Debit Card,Australia
TXN_019543,CUST_02151,2025-09-06,Fashion,Fashion Item,1,347.11,347.11,Apple Pay,Australia
TXN_019544,CUST_02151,2025-11-28,Books,Books Item,1,23.94,23.94,Debit Card,Australia
TXN_019545,CUST_02151,2025-12-28,Beauty,Beauty Item,1,56.62,56.62,Debit Card,Australia
TXN_019546,CUST_02151,2025-10-15,Fashion,Fashion Item,1,282.01,282.01,Apple Pay,Australia
TXN_019547,CUST_02151,2025-10-31,Electronics,Electronics Item,1,1522.89,1522.89,PayPal,Australia
TXN_019548,CUST_02151,2025-10-25,Beauty,Beauty Item,1,172.65,172.65,PayPal,Australia
TXN_019549,CUST_02151,2025-12-23,Home & Garden,Home & Garden Item,1,249.89,249.89,Bank Transfer,Australia
TXN_019550,CUST_02151,2025-10-10,Beauty,Beauty Item,1,76.79,76.79,Bank Transfer,Australia
TXN_019551,CUST_02151,2026-02-02,Sports,Sports Item,1,460.86,460.86,Apple Pay,Australia
TXN_019552,CUST_02151,2026-01-24,Sports,Sports Item,1,157.94,157.94,Apple Pay,Australia
TXN_019553,CUST_02151,2025-11-10,Fashion,Fashion Item,1,83.14,83.14,Bank Transfer,Australia
TXN_019554,CUST_02151,2026-01-07,Toys,Toys Item,1,119.39,119.39,Apple Pay,Australia
TXN_019555,CUST_02151,2025-12-28,Beauty,Beauty Item,1,176.74,176.74,Debit Card,Australia
TXN_019556,CUST_02151,2025-07-24,Books,Books Item,1,59.17,59.17,PayPal,Australia
TXN_019557,CUST_02152,2024-11-12,Home & Garden,Home & Garden Item,1,195.42,195.42,Apple Pay,Canada
TXN_019558,CUST_02152,2024-03-27,Fashion,Fashion Item,1,59.01,59.01,Apple Pay,Canada
TXN_019559,CUST_02153,2024-07-20,Electronics,Electronics Item,1,700.29,700.29,Credit Card,USA
TXN_019560,CUST_02154,2025-09-06,Beauty,Beauty Item,1,83.06,83.06,Debit Card,Canada
TXN_019561,CUST_02154,2025-09-16,Toys,Toys Item,3,93.56,280.68,Debit Card,Canada
TXN_019562,CUST_02154,2025-12-23,Home & Garden,Home & Garden Item,1,119.17,119.17,Credit Card,Canada
TXN_019563,CUST_02154,2025-09-25,Fashion,Fashion Item,3,118.77,356.31,Bank Transfer,Canada
TXN_019564,CUST_02154,2025-06-06,Beauty,Beauty Item,3,120.4,361.2,PayPal,Canada
TXN_019565,CUST_02154,2026-01-02,Home & Garden,Home & Garden Item,1,324.58,324.58,PayPal,Canada
TXN_019566,CUST_02154,2025-06-28,Fashion,Fashion Item,1,139.52,139.52,Apple Pay,Canada
TXN_019567,CUST_02154,2025-10-25,Home & Garden,Home & Garden Item,3,78.39,235.17,PayPal,Canada
TXN_019568,CUST_02154,2026-01-25,Home & Garden,Home & Garden Item,1,34.29,34.29,Apple Pay,Canada
TXN_019569,CUST_02155,2024-04-19,Home & Garden,Home & Garden Item,2,36.94,73.88,Credit Card,Germany
TXN_019570,CUST_02155,2024-09-09,Home & Garden,Home & Garden Item,2,158.52,317.04,PayPal,Germany
TXN_019571,CUST_02156,2025-10-07,Home & Garden,Home & Garden Item,2,53.66,107.32,Debit Card,Australia
TXN_019572,CUST_02156,2025-12-16,Electronics,Electronics Item,1,443.94,443.94,Apple Pay,Australia
TXN_019573,CUST_02156,2025-12-16,Home & Garden,Home & Garden Item,1,163.24,163.24,Debit Card,Australia
TXN_019574,CUST_02156,2026-01-21,Toys,Toys Item,1,186.64,186.64,Debit Card,Australia
TXN_019575,CUST_02156,2025-05-16,Electronics,Electronics Item,1,298.55,298.55,Debit Card,Australia
TXN_019576,CUST_02156,2026-02-01,Beauty,Beauty Item,1,127.46,127.46,PayPal,Australia
TXN_019577,CUST_02157,2026-02-04,Home & Garden,Home & Garden Item,1,58.24,58.24,Debit Card,France
TXN_019578,CUST_02157,2025-12-05,Fashion,Fashion Item,2,269.3,538.6,Apple Pay,France
TXN_019579,CUST_02157,2026-01-14,Beauty,Beauty Item,2,141.74,283.48,Credit Card,France
TXN_019580,CUST_02157,2026-01-24,Home & Garden,Home & Garden Item,1,315.43,315.43,Apple Pay,France
TXN_019581,CUST_02157,2026-02-06,Sports,Sports Item,2,516.04,1032.08,Credit Card,France
TXN_019582,CUST_02157,2026-02-05,Books,Books Item,1,43.38,43.38,Credit Card,France
TXN_019583,CUST_02157,2025-08-18,Home & Garden,Home & Garden Item,1,408.92,408.92,Debit Card,France
TXN_019584,CUST_02157,2026-01-27,Home & Garden,Home & Garden Item,2,395.06,790.12,PayPal,France
TXN_019585,CUST_02157,2025-10-04,Books,Books Item,3,61.69,185.07,Apple Pay,France
TXN_019586,CUST_02157,2026-01-30,Beauty,Beauty Item,1,123.82,123.82,PayPal,France
TXN_019587,CUST_02157,2026-01-01,Books,Books Item,1,21.21,21.21,Debit Card,France
TXN_019588,CUST_02157,2026-01-30,Fashion,Fashion Item,2,304.2,608.4,Debit Card,France
TXN_019589,CUST_02157,2025-08-29,Beauty,Beauty Item,1,162.74,162.74,Debit Card,France
TXN_019590,CUST_02157,2026-01-04,Fashion,Fashion Item,3,360.66,1081.98,Credit Card,France
TXN_019591,CUST_02157,2026-02-05,Electronics,Electronics Item,1,471.8,471.8,Debit Card,France
TXN_019592,CUST_02157,2025-12-10,Home & Garden,Home & Garden Item,1,649.18,649.18,Debit Card,France
TXN_019593,CUST_02157,2026-01-06,Beauty,Beauty Item,1,129.34,129.34,Credit Card,France
TXN_019594,CUST_02157,2025-11-19,Fashion,Fashion Item,3,70.14,210.42,Credit Card,France
TXN_019595,CUST_02158,2025-12-10,Home & Garden,Home & Garden Item,1,397.0,397.0,PayPal,USA
TXN_019596,CUST_02158,2025-12-11,Fashion,Fashion Item,2,20.96,41.92,Credit Card,USA
TXN_019597,CUST_02158,2025-11-25,Fashion,Fashion Item,1,127.09,127.09,Debit Card,USA
TXN_019598,CUST_02158,2025-12-03,Fashion,Fashion Item,1,81.09,81.09,Bank Transfer,USA
TXN_019599,CUST_02159,2024-11-02,Beauty,Beauty Item,1,99.88,99.88,Bank Transfer,USA
TXN_019600,CUST_02159,2025-11-01,Electronics,Electronics Item,3,640.7,1922.1,Debit Card,USA
TXN_019601,CUST_02159,2025-12-10,Beauty,Beauty Item,1,85.34,85.34,Bank Transfer,USA
TXN_019602,CUST_02159,2025-03-14,Beauty,Beauty Item,1,50.23,50.23,Apple Pay,USA
TXN_019603,CUST_02159,2025-02-03,Beauty,Beauty Item,1,13.6,13.6,Bank Transfer,USA
TXN_019604,CUST_02159,2025-08-10,Beauty,Beauty Item,1,97.8,97.8,Apple Pay,USA
TXN_019605,CUST_02159,2026-01-18,Toys,Toys Item,1,159.18,159.18,Debit Card,USA
TXN_019606,CUST_02160,2025-07-05,Home & Garden,Home & Garden Item,2,315.93,631.86,Debit Card,UK
TXN_019607,CUST_02160,2025-12-24,Sports,Sports Item,1,95.77,95.77,PayPal,UK
TXN_019608,CUST_02160,2026-02-01,Beauty,Beauty Item,1,35.64,35.64,PayPal,UK
TXN_019609,CUST_02160,2024-02-01,Home & Garden,Home & Garden Item,2,395.8,791.6,PayPal,UK
TXN_019610,CUST_02160,2025-12-29,Electronics,Electronics Item,1,773.83,773.83,Apple Pay,UK
TXN_019611,CUST_02160,2026-01-29,Fashion,Fashion Item,1,52.09,52.09,Credit Card,UK
TXN_019612,CUST_02160,2025-11-28,Toys,Toys Item,3,64.76,194.28,Bank Transfer,UK
TXN_019613,CUST_02160,2025-10-20,Fashion,Fashion Item,1,270.54,270.54,Apple Pay,UK
TXN_019614,CUST_02160,2025-12-27,Fashion,Fashion Item,1,173.42,173.42,Debit Card,UK
TXN_019615,CUST_02160,2025-12-26,Sports,Sports Item,2,306.78,613.56,Debit Card,UK
TXN_019616,CUST_02160,2026-02-04,Sports,Sports Item,2,130.6,261.2,PayPal,UK
TXN_019617,CUST_02160,2025-06-17,Fashion,Fashion Item,1,207.55,207.55,Credit Card,UK
TXN_019618,CUST_02160,2025-11-27,Electronics,Electronics Item,1,1313.49,1313.49,Bank Transfer,UK
TXN_019619,CUST_02160,2025-12-05,Electronics,Electronics Item,1,911.43,911.43,Bank Transfer,UK
TXN_019620,CUST_02161,2024-10-21,Electronics,Electronics Item,1,578.55,578.55,Debit Card,Australia
TXN_019621,CUST_02161,2025-12-28,Books,Books Item,3,19.69,59.07,Debit Card,Australia
TXN_019622,CUST_02161,2025-03-07,Fashion,Fashion Item,3,84.18,252.54,Apple Pay,Australia
TXN_019623,CUST_02161,2025-08-15,Fashion,Fashion Item,1,102.34,102.34,Debit Card,Australia
TXN_019624,CUST_02161,2025-09-22,Electronics,Electronics Item,2,319.55,639.1,Debit Card,Australia
TXN_019625,CUST_02161,2025-02-08,Home & Garden,Home & Garden Item,1,114.91,114.91,PayPal,Australia
TXN_019626,CUST_02162,2025-08-02,Home & Garden,Home & Garden Item,3,12.44,37.32,Debit Card,UK
TXN_019627,CUST_02162,2025-06-03,Beauty,Beauty Item,1,48.17,48.17,PayPal,UK
TXN_019628,CUST_02162,2025-12-15,Fashion,Fashion Item,1,205.97,205.97,PayPal,UK
TXN_019629,CUST_02163,2024-07-30,Books,Books Item,1,25.03,25.03,Apple Pay,Australia
TXN_019630,CUST_02163,2024-04-02,Electronics,Electronics Item,1,645.79,645.79,PayPal,Australia
TXN_019631,CUST_02163,2024-04-21,Books,Books Item,1,18.71,18.71,Debit Card,Australia
TXN_019632,CUST_02163,2024-08-31,Fashion,Fashion Item,1,155.53,155.53,Debit Card,Australia
TXN_019633,CUST_02164,2025-12-15,Beauty,Beauty Item,1,66.71,66.71,Apple Pay,Australia
TXN_019634,CUST_02164,2026-01-14,Beauty,Beauty Item,1,61.62,61.62,Apple Pay,Australia
TXN_019635,CUST_02164,2026-02-03,Sports,Sports Item,3,82.38,247.14,Debit Card,Australia
TXN_019636,CUST_02164,2025-12-10,Toys,Toys Item,3,233.86,701.58,Credit Card,Australia
TXN_019637,CUST_02164,2025-12-06,Fashion,Fashion Item,2,193.52,387.04,Debit Card,Australia
TXN_019638,CUST_02164,2026-01-13,Fashion,Fashion Item,1,439.93,439.93,Debit Card,Australia
TXN_019639,CUST_02164,2026-01-02,Books,Books Item,1,83.5,83.5,Debit Card,Australia
TXN_019640,CUST_02164,2026-01-27,Home & Garden,Home & Garden Item,2,71.04,142.08,Bank Transfer,Australia
TXN_019641,CUST_02164,2026-01-13,Fashion,Fashion Item,3,227.91,683.73,Bank Transfer,Australia
TXN_019642,CUST_02164,2026-02-05,Fashion,Fashion Item,1,446.29,446.29,PayPal,Australia
TXN_019643,CUST_02164,2026-01-22,Home & Garden,Home & Garden Item,1,797.34,797.34,Apple Pay,Australia
TXN_019644,CUST_02164,2025-11-20,Toys,Toys Item,4,224.66,898.64,PayPal,Australia
TXN_019645,CUST_02164,2025-12-27,Beauty,Beauty Item,3,24.31,72.93,PayPal,Australia
TXN_019646,CUST_02164,2026-01-15,Home & Garden,Home & Garden Item,3,744.47,2233.41,Credit Card,Australia
TXN_019647,CUST_02164,2025-11-26,Fashion,Fashion Item,2,477.62,955.24,Bank Transfer,Australia
TXN_019648,CUST_02164,2026-02-06,Beauty,Beauty Item,1,193.71,193.71,PayPal,Australia
TXN_019649,CUST_02164,2026-01-22,Fashion,Fashion Item,2,131.05,262.1,Bank Transfer,Australia
TXN_019650,CUST_02164,2025-10-29,Home & Garden,Home & Garden Item,2,899.78,1799.56,Credit Card,Australia
TXN_019651,CUST_02164,2025-11-24,Fashion,Fashion Item,2,399.23,798.46,Credit Card,Australia
TXN_019652,CUST_02164,2026-02-02,Beauty,Beauty Item,2,201.17,402.34,Debit Card,Australia
TXN_019653,CUST_02164,2026-01-25,Books,Books Item,3,78.2,234.6,Apple Pay,Australia
TXN_019654,CUST_02164,2026-01-25,Electronics,Electronics Item,1,1047.28,1047.28,PayPal,Australia
TXN_019655,CUST_02164,2026-01-12,Beauty,Beauty Item,1,265.72,265.72,PayPal,Australia
TXN_019656,CUST_02164,2025-10-27,Fashion,Fashion Item,2,478.12,956.24,Bank Transfer,Australia
TXN_019657,CUST_02164,2025-12-16,Fashion,Fashion Item,2,275.82,551.64,Debit Card,Australia
TXN_019658,CUST_02164,2026-01-06,Fashion,Fashion Item,3,63.77,191.31,Debit Card,Australia
TXN_019659,CUST_02164,2026-01-31,Home & Garden,Home & Garden Item,1,644.73,644.73,Apple Pay,Australia
TXN_019660,CUST_02164,2026-01-16,Sports,Sports Item,2,277.5,555.0,Credit Card,Australia
TXN_019661,CUST_02164,2026-01-31,Electronics,Electronics Item,1,1969.27,1969.27,Bank Transfer,Australia
TXN_019662,CUST_02164,2026-01-14,Beauty,Beauty Item,2,126.4,252.8,Credit Card,Australia
TXN_019663,CUST_02164,2025-12-14,Sports,Sports Item,2,389.18,778.36,Apple Pay,Australia
TXN_019664,CUST_02164,2026-01-31,Electronics,Electronics Item,4,1625.59,6502.36,Apple Pay,Australia
TXN_019665,CUST_02164,2026-02-03,Sports,Sports Item,4,631.04,2524.16,PayPal,Australia
TXN_019666,CUST_02164,2026-01-22,Electronics,Electronics Item,1,680.44,680.44,Credit Card,Australia
TXN_019667,CUST_02164,2026-01-08,Sports,Sports Item,1,99.69,99.69,PayPal,Australia
TXN_019668,CUST_02164,2025-12-18,Sports,Sports Item,3,530.42,1591.26,Debit Card,Australia
TXN_019669,CUST_02164,2025-12-31,Toys,Toys Item,1,272.88,272.88,Bank Transfer,Australia
TXN_019670,CUST_02164,2026-02-05,Fashion,Fashion Item,4,262.51,1050.04,Bank Transfer,Australia
TXN_019671,CUST_02164,2026-01-29,Fashion,Fashion Item,4,249.38,997.52,Debit Card,Australia
TXN_019672,CUST_02165,2026-01-30,Sports,Sports Item,1,339.54,339.54,Bank Transfer,France
TXN_019673,CUST_02165,2026-02-04,Beauty,Beauty Item,1,122.35,122.35,Bank Transfer,France
TXN_019674,CUST_02165,2025-10-18,Beauty,Beauty Item,2,180.38,360.76,Credit Card,France
TXN_019675,CUST_02165,2025-12-23,Home & Garden,Home & Garden Item,1,498.03,498.03,Bank Transfer,France
TXN_019676,CUST_02165,2025-10-18,Fashion,Fashion Item,2,223.26,446.52,Apple Pay,France
TXN_019677,CUST_02165,2026-02-06,Fashion,Fashion Item,2,64.38,128.76,Bank Transfer,France
TXN_019678,CUST_02165,2025-12-04,Electronics,Electronics Item,2,1214.78,2429.56,PayPal,France
TXN_019679,CUST_02165,2025-10-18,Beauty,Beauty Item,1,150.16,150.16,Debit Card,France
TXN_019680,CUST_02165,2025-11-12,Electronics,Electronics Item,1,1086.51,1086.51,Debit Card,France
TXN_019681,CUST_02165,2025-12-15,Books,Books Item,1,45.77,45.77,Bank Transfer,France
TXN_019682,CUST_02166,2025-08-28,Fashion,Fashion Item,1,31.13,31.13,PayPal,USA
TXN_019683,CUST_02166,2025-12-23,Home & Garden,Home & Garden Item,3,268.69,806.07,Apple Pay,USA
TXN_019684,CUST_02166,2025-03-16,Home & Garden,Home & Garden Item,1,258.87,258.87,Debit Card,USA
TXN_019685,CUST_02166,2025-12-28,Sports,Sports Item,2,146.01,292.02,PayPal,USA
TXN_019686,CUST_02166,2025-09-23,Home & Garden,Home & Garden Item,1,309.43,309.43,Bank Transfer,USA
TXN_019687,CUST_02166,2025-02-28,Sports,Sports Item,1,377.11,377.11,Credit Card,USA
TXN_019688,CUST_02166,2026-01-13,Fashion,Fashion Item,2,109.41,218.82,Debit Card,USA
